Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,LoanAmount_to_Income,Income_per_Dependent,Has_Coapplicant,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0,1,0.0,1,0,3167,2283.0,154.0,360.0,1.0,1,5450.0,0.028256880733944955,5450.0,1,0,1,0
1,1,1.0,1,0,2214,1398.0,85.0,360.0,1.0,1,3612.0,0.02353266888150609,1806.0,1,0,0,1
1,1,0.0,1,0,5568,2142.0,175.0,360.0,1.0,0,7710.0,0.022697795071335927,7710.0,1,1,0,0
0,0,0.0,1,0,10408,0.0,259.0,360.0,1.0,1,10408.0,0.024884704073789392,10408.0,0,0,0,1
1,1,0.0,1,0,5667,2667.0,180.0,360.0,1.0,1,8334.0,0.02159827213822894,8334.0,1,1,0,0
0,0,0.0,1,0,4166,0.0,44.0,360.0,1.0,1,4166.0,0.01056168987037926,4166.0,0,0,1,0
0,0,0.0,1,0,2137,8980.0,137.0,360.0,0.0,1,11117.0,0.01232346856166232,11117.0,1,0,1,0
1,1,2.0,1,0,2957,0.0,81.0,360.0,1.0,1,2957.0,0.027392627663172135,985.6666666666666,0,0,1,0
1,1,0.0,0,0,4300,2014.0,194.0,360.0,1.0,1,6314.0,0.030725372188786824,6314.0,1,1,0,0
0,0,0.0,1,0,3692,0.0,93.0,360.0,1.0,1,3692.0,0.025189599133261104,3692.0,0,1,0,0
1,1,3.0,1,0,23803,0.0,370.0,360.0,1.0,1,23803.0,0.015544259127000798,5950.75,0,1,0,0
1,0,0.0,1,0,3865,1640.0,128.0,360.0,1.0,1,5505.0,0.023251589464123524,5505.0,1,1,0,0
1,1,1.0,1,1,10513,3850.0,160.0,180.0,0.0,0,14363.0,0.011139734038849823,7181.5,1,0,0,1
1,1,0.0,1,0,6080,2569.0,182.0,360.0,1.0,0,8649.0,0.021042895132385248,8649.0,1,1,0,0
1,0,0.0,1,1,20166,0.0,650.0,480.0,1.0,1,20166.0,0.03223247049489239,20166.0,0,0,0,1
1,0,0.0,1,0,2014,1929.0,74.0,360.0,1.0,1,3943.0,0.018767435962465127,3943.0,1,0,0,1
1,0,0.0,1,0,2718,0.0,70.0,360.0,1.0,1,2718.0,0.025754231052244298,2718.0,0,0,1,0
1,1,0.0,1,1,3459,0.0,25.0,120.0,1.0,1,3459.0,0.007227522405319456,3459.0,0,0,1,0
1,0,0.0,1,0,4895,0.0,102.0,360.0,1.0,1,4895.0,0.020837589376915218,4895.0,0,0,1,0
1,1,3.0,1,0,4000,7750.0,290.0,360.0,1.0,0,11750.0,0.02468085106382979,2937.5,1,0,1,0
0,1,0.0,1,0,4583,0.0,84.0,360.0,1.0,0,4583.0,0.0183286057167794,4583.0,0,1,0,0
1,1,2.0,1,1,3316,3500.0,88.0,360.0,1.0,1,6816.0,0.012910798122065728,2272.0,1,0,0,1
1,0,0.0,1,0,14999,0.0,242.0,360.0,0.0,0,14999.0,0.016134408960597372,14999.0,0,0,1,0
1,1,2.0,0,0,4200,1430.0,129.0,360.0,1.0,0,5630.0,0.022912966252220248,1876.6666666666667,1,1,0,0
1,1,2.0,1,0,5042,2083.0,185.0,360.0,1.0,0,7125.0,0.025964912280701753,2375.0,1,1,0,0
1,0,0.0,1,0,5417,0.0,168.0,360.0,1.0,1,5417.0,0.031013476093778844,5417.0,0,0,0,1
1,0,0.0,1,1,6950,0.0,175.0,180.0,1.0,1,6950.0,0.025179856115107913,6950.0,0,0,1,0
1,1,0.0,1,0,2698,2034.0,122.0,360.0,1.0,1,4732.0,0.02578191039729501,4732.0,1,0,1,0
1,1,2.0,1,0,11757,0.0,187.0,180.0,1.0,1,11757.0,0.01590541804882198,3919.0,0,0,0,1
0,1,0.0,1,0,2330,4486.0,100.0,360.0,1.0,1,6816.0,0.014671361502347418,6816.0,1,0,1,0
0,1,2.0,1,0,14866,0.0,70.0,360.0,1.0,1,14866.0,0.0047087313332436435,4955.333333333333,0,0,0,1
1,1,1.0,1,0,1538,1425.0,30.0,360.0,1.0,1,2963.0,0.010124873439082012,1481.5,1,0,0,1
0,0,0.0,1,0,10000,1666.0,225.0,360.0,1.0,0,11666.0,0.019286816389507973,11666.0,1,1,0,0
1,1,0.0,1,0,4860,830.0,125.0,360.0,1.0,1,5690.0,0.021968365553602813,5690.0,1,0,1,0
1,0,0.0,1,0,6277,0.0,118.0,360.0,0.0,0,6277.0,0.018798789230524134,6277.0,0,1,0,0
1,1,0.0,1,1,2577,3750.0,152.0,360.0,1.0,1,6327.0,0.024024024024024024,6327.0,1,1,0,0
1,0,0.0,1,0,9166,0.0,244.0,360.0,1.0,0,9166.0,0.026620117826751038,9166.0,0,0,0,1
1,1,2.0,0,0,2281,0.0,113.0,360.0,1.0,0,2281.0,0.049539675580885574,760.3333333333334,0,1,0,0
1,0,0.0,1,0,3254,0.0,50.0,360.0,1.0,1,3254.0,0.015365703749231715,3254.0,0,0,0,1
1,1,3.0,1,0,39999,0.0,600.0,180.0,0.0,1,39999.0,0.015000375009375235,9999.75,0,0,1,0
1,1,1.0,1,0,6000,0.0,160.0,360.0,1.0,1,6000.0,0.02666666666666667,3000.0,0,1,0,0
1,1,1.0,1,0,9538,0.0,187.0,360.0,1.0,1,9538.0,0.019605787376808556,4769.0,0,0,0,1
1,0,0.0,1,0,2980,2083.0,120.0,360.0,1.0,1,5063.0,0.023701362828362632,5063.0,1,1,0,0
1,1,0.0,1,0,4583,5625.0,255.0,360.0,1.0,1,10208.0,0.02498040752351097,10208.0,1,0,1,0
1,1,0.0,0,0,1863,1041.0,98.0,360.0,1.0,1,2904.0,0.0337465564738292,2904.0,1,0,1,0
1,1,0.0,1,0,7933,0.0,275.0,360.0,1.0,0,7933.0,0.03466532207235598,7933.0,0,0,0,1
1,1,1.0,1,0,3089,1280.0,121.0,360.0,0.0,0,4369.0,0.027695124742504004,2184.5,1,0,1,0
1,1,2.0,1,0,4167,1447.0,158.0,360.0,1.0,1,5614.0,0.028143925899536872,1871.3333333333333,1,1,0,0
1,1,0.0,1,0,9323,0.0,75.0,180.0,1.0,1,9323.0,0.008044620830204869,9323.0,0,0,0,1
1,1,0.0,1,0,3707,3166.0,182.0,360.0,1.0,1,6873.0,0.02648043067074058,6873.0,1,1,0,0
0,1,0.0,1,0,4583,0.0,112.0,360.0,1.0,0,4583.0,0.02443814095570587,4583.0,0,1,0,0
1,1,0.0,1,0,2439,3333.0,129.0,360.0,1.0,1,5772.0,0.02234927234927235,5772.0,1,1,0,0
1,0,0.0,1,0,2237,0.0,63.0,480.0,0.0,0,2237.0,0.028162717925793473,2237.0,0,0,1,0
1,1,2.0,1,0,8000,0.0,200.0,360.0,1.0,1,8000.0,0.025,2666.6666666666665,0,0,1,0
1,1,0.0,0,0,1820,1769.0,95.0,360.0,1.0,1,3589.0,0.026469768737809974,3589.0,1,1,0,0
1,1,3.0,1,0,51763,0.0,700.0,300.0,1.0,1,51763.0,0.013523172922744044,12940.75,0,0,0,1
1,1,3.0,0,0,3522,0.0,81.0,180.0,1.0,0,3522.0,0.022998296422487224,880.5,0,1,0,0
1,1,0.0,1,0,5708,5625.0,187.0,360.0,1.0,1,11333.0,0.016500485308391422,11333.0,1,0,1,0
1,1,0.0,0,1,4344,736.0,87.0,360.0,1.0,0,5080.0,0.017125984251968505,5080.0,1,0,1,0
1,1,0.0,1,0,3497,1964.0,116.0,360.0,1.0,1,5461.0,0.021241530855154733,5461.0,1,1,0,0
1,1,2.0,1,0,2045,1619.0,101.0,360.0,1.0,1,3664.0,0.027565502183406112,1221.3333333333333,1,1,0,0
1,1,3.0,1,0,5516,11300.0,495.0,360.0,0.0,0,16816.0,0.029436251189343482,4204.0,1,0,1,0
1,1,1.0,1,0,3750,0.0,116.0,360.0,1.0,1,3750.0,0.030933333333333334,1875.0,0,0,1,0
1,0,0.0,0,0,2333,1451.0,102.0,480.0,0.0,0,3784.0,0.026955602536997886,3784.0,1,0,0,1
1,1,1.0,1,0,6400,7250.0,180.0,360.0,0.0,0,13650.0,0.013186813186813187,6825.0,1,0,0,1
1,0,0.0,1,0,1916,5063.0,67.0,360.0,1.0,0,6979.0,0.00960022925920619,6979.0,1,1,0,0
1,1,0.0,1,0,4600,0.0,73.0,180.0,1.0,1,4600.0,0.015869565217391305,4600.0,0,0,1,0
1,1,1.0,1,0,33846,0.0,260.0,360.0,1.0,0,33846.0,0.00768185309933227,16923.0,0,0,1,0
0,1,0.0,1,0,3625,0.0,108.0,360.0,1.0,1,3625.0,0.029793103448275862,3625.0,0,0,1,0
1,1,0.0,1,1,39147,4750.0,120.0,360.0,1.0,1,43897.0,0.0027336720049206094,43897.0,1,0,1,0
1,1,1.0,1,1,2178,0.0,66.0,300.0,0.0,0,2178.0,0.030303030303030304,1089.0,0,1,0,0
1,1,0.0,1,0,2383,2138.0,58.0,360.0,1.0,1,4521.0,0.012829020128290201,4521.0,1,1,0,0
1,1,0.0,1,1,674,5296.0,168.0,360.0,1.0,1,5970.0,0.02814070351758794,5970.0,1,1,0,0
1,1,0.0,1,0,9328,0.0,188.0,180.0,1.0,1,9328.0,0.020154373927958835,9328.0,0,1,0,0
1,0,0.0,0,0,4885,0.0,48.0,360.0,1.0,1,4885.0,0.009825997952917094,4885.0,0,1,0,0
1,0,0.0,1,0,12000,0.0,164.0,360.0,1.0,0,12000.0,0.013666666666666667,12000.0,0,0,1,0
1,1,0.0,0,0,6033,0.0,160.0,360.0,1.0,0,6033.0,0.026520802254268193,6033.0,0,0,0,1
1,0,0.0,1,0,3858,0.0,76.0,360.0,1.0,1,3858.0,0.019699326075686883,3858.0,0,0,1,0
1,0,0.0,1,0,4191,0.0,120.0,360.0,1.0,1,4191.0,0.02863278453829635,4191.0,0,1,0,0
1,1,1.0,1,0,3125,2583.0,170.0,360.0,1.0,0,5708.0,0.029782761037140854,2854.0,1,0,1,0
1,0,0.0,1,0,8333,3750.0,187.0,360.0,1.0,1,12083.0,0.015476289001075892,12083.0,1,1,0,0
0,0,0.0,0,0,1907,2365.0,120.0,360.0,1.0,1,4272.0,0.028089887640449437,4272.0,1,0,0,1
0,1,0.0,1,0,3416,2816.0,113.0,360.0,1.0,1,6232.0,0.01813222079589217,6232.0,1,0,1,0
1,0,0.0,1,1,11000,0.0,83.0,360.0,1.0,0,11000.0,0.007545454545454545,11000.0,0,0,0,1
1,1,1.0,0,0,2600,2500.0,90.0,360.0,1.0,1,5100.0,0.01764705882352941,2550.0,1,0,1,0
1,0,2.0,1,0,4923,0.0,166.0,360.0,0.0,1,4923.0,0.03371927686370099,1641.0,0,0,1,0
1,1,3.0,0,0,3992,0.0,128.0,180.0,1.0,0,3992.0,0.03206412825651302,998.0,0,0,0,1
1,1,1.0,0,0,3500,1083.0,135.0,360.0,1.0,1,4583.0,0.029456687759109753,2291.5,1,0,0,1
1,1,2.0,0,0,3917,0.0,124.0,360.0,1.0,1,3917.0,0.03165688026550932,1305.6666666666667,0,0,1,0
0,0,0.0,0,0,4408,0.0,120.0,360.0,1.0,1,4408.0,0.02722323049001815,4408.0,0,0,1,0
0,0,0.0,1,0,3244,0.0,80.0,360.0,1.0,1,3244.0,0.02466091245376079,3244.0,0,0,0,1
1,0,0.0,0,0,3975,2531.0,55.0,360.0,1.0,1,6506.0,0.008453735013833385,6506.0,1,1,0,0
1,0,0.0,1,0,2479,0.0,59.0,360.0,1.0,1,2479.0,0.02379991932230738,2479.0,0,0,0,1
1,0,0.0,1,0,3418,0.0,127.0,360.0,1.0,0,3418.0,0.0371562317144529,3418.0,0,0,1,0
0,0,0.0,1,0,10000,0.0,214.0,360.0,1.0,0,10000.0,0.0214,10000.0,0,0,1,0
1,1,3.0,1,0,3430,1250.0,128.0,360.0,0.0,0,4680.0,0.02735042735042735,1170.0,1,0,1,0
1,1,1.0,1,1,7787,0.0,240.0,360.0,1.0,1,7787.0,0.030820598433286245,3893.5,0,0,0,1
1,1,3.0,0,1,5703,0.0,130.0,360.0,1.0,1,5703.0,0.02279502016482553,1425.75,0,1,0,0
1,1,0.0,1,0,3173,3021.0,137.0,360.0,1.0,1,6194.0,0.022118178882789795,6194.0,1,0,0,1
1,1,3.0,0,0,3850,983.0,100.0,360.0,1.0,1,4833.0,0.02069108214359611,1208.25,1,0,1,0
1,1,0.0,1,0,150,1800.0,135.0,360.0,1.0,0,1950.0,0.06923076923076923,1950.0,1,1,0,0
1,1,0.0,1,0,3727,1775.0,131.0,360.0,1.0,1,5502.0,0.023809523809523808,5502.0,1,0,1,0
1,1,2.0,1,0,5000,0.0,72.0,360.0,0.0,0,5000.0,0.0144,1666.6666666666667,0,0,1,0
0,1,2.0,1,0,4283,2383.0,127.0,360.0,1.0,1,6666.0,0.019051905190519053,2222.0,1,0,1,0
1,1,0.0,1,0,2221,0.0,60.0,360.0,0.0,0,2221.0,0.0270148581719946,2221.0,0,0,0,1
1,1,2.0,1,0,4009,1717.0,116.0,360.0,1.0,1,5726.0,0.020258470136220747,1908.6666666666667,1,0,1,0
1,0,0.0,1,0,2971,2791.0,144.0,360.0,1.0,1,5762.0,0.024991322457480043,5762.0,1,0,1,0
1,1,0.0,1,0,7578,1010.0,175.0,360.0,1.0,1,8588.0,0.0203772706101537,8588.0,1,0,1,0
1,1,0.0,1,0,6250,0.0,128.0,360.0,1.0,1,6250.0,0.02048,6250.0,0,0,1,0
